Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,avg_win_perc
Hong Kong Football Club M1B,33.33333333333334,0.0,-25.0,2.7777777777778
Hong Kong Football Club M1A,0.0,-50.0,33.33333333333334,-5.555555555555543
Hong Kong Cricket Club M1B,25.0,-25.0,-25.0,-8.333333333333336
Ladies Recreation Club M1,-40.0,-20.0,10.0,-16.666666666666668
Hong Kong Cricket Club M1A,-25.0,-25.0,-33.33333333333333,-27.777777777777768
