Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc
Energy Squash Club 1,0.0,40.0,60.0,13.333333333333329,100.0,42.666666666666664
X-Alpha 5,-50.0,33.33333333333333,46.66666666666666,46.66666666666666,100.0,35.33333333333333
Energy Squash Club 2,0.0,13.333333333333343,33.33333333333334,30.0,66.66666666666666,28.666666666666664
HKIS Div 13,-10.0,-10.0,60.0,-25.0,100.0,23.0
Kinetic 4,-6.666666666666657,20.0,43.333333333333336,-20.0,66.66666666666666,20.666666666666664
Sha Tin 6,-8.333333333333343,16.666666666666657,66.66666666666667,-41.66666666666666,50.0,16.66666666666667
Yuen Long District Sports Association Limited,-42.857142857142854,-14.285714285714285,-28.57142857142857,80.0,80.0,14.857142857142858
i-Mask Advance Squash Club 5,-25.0,50.0,-25.0,0.0,50.0,10.0
Happy Squash 4,-37.5,-12.5,-12.5,41.66666666666666,50.0,5.833333333333329
SocGen Squash,15.0,-6.666666666666657,33.33333333333334,-25.0,0.0,3.333333333333343
Electrify Squash Div 13,-40.0,0.0,0.0,50.0,0.0,2.0
Fusion Squash Club 2,-16.666666666666657,-16.666666666666657,-16.666666666666657,0.0,-33.33333333333334,-16.66666666666667
