Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,avg_win_perc,Total Rubbers
Hong Kong Football Club M2B,100.0,75.0,25.0,100.0,75.0,16
Hong Kong Football Club M2A,71.42857142857143,57.14285714285714,83.33333333333334,83.33333333333334,73.80952380952381,26
Ladies Recreation Club M2A,100.0,40.0,20.0,33.33333333333333,48.33333333333333,18
Hong Kong Cricket Club M2A,40.0,60.0,40.0,50.0,47.5,19
Hong Kong Cricket Club M2B,28.57142857142857,57.14285714285714,71.42857142857143,16.666666666666664,43.45238095238095,27
Ladies Recreation Club M2B,0.0,20.0,33.33333333333333,0.0,13.333333333333332,14
