Team,Played,Won,Lost,Points
Relay 1,16,14,2,73
GS 3,16,13,3,67
i-MASK Advance Squash Club 13,16,12,4,65
Yuen Long Jr 3,16,7,9,47
KWTDSC 3,16,7,9,46
Fung King 4,16,6,10,33
Striving,16,6,10,31
Everlast 2,16,7,9,28
Kinetic 7,16,0,16,18
