Team,Played,Won,Lost,Points
i-MASK Advance Squash Club 5,18,16,2,82
Razor 3,18,12,6,70
Yuen Long Squash Club,18,9,9,56
Phresh 2,18,10,8,48
Tomcat,18,7,11,41
Friend Club 4,18,3,15,36
Kinetic 2,18,6,12,35
