Team,Played,Won,Lost,Points
Perrier KCC 8,20,18,2,94
i-MASK Advance Squash Club 10,20,16,4,90
SQUASHED BALLS,20,14,6,83
Honey Badger SC 2,20,15,5,76
Star River 2,20,11,9,64
Hong Kong Football Club 13,20,8,12,55
The Squash Club 3,19,7,12,47
South China Athletic Association,20,7,13,43
KTSC,20,5,15,41
Visions,20,7,13,34
Honey Badger SC 3,19,1,18,5
