Team,Played,Won,Lost,Points
United Services Recreation Club M4,21,18,3,100
Jaws Master,21,16,5,90
Royal Hong Kong Yacht Club M4,21,14,7,84
WAKO Senior,21,14,7,80
Hong Kong Cricket Club M4,21,11,10,59
HK Club Blue,21,6,15,28
Hong Kong Football Club M4,21,3,18,28
Bolton 1,21,2,19,20
