Team,Played,Won,Lost,Points
GS 1,20,17,3,95
Razor 2,20,14,6,81
Hong Kong Football Club 6A,20,15,5,78
Hong Kong Football Club 6B,20,14,6,72
Head Shatin 2,20,12,8,67
i-MASK Advance Squash Club 3,19,10,9,60
Island Squash Racquet Club,20,11,9,55
Hong Kong Cricket Club 2,20,8,12,51
Perrier KCC 5,20,3,17,30
Runners,19,3,16,26
Friend Club 3,20,2,18,23
