Team,Played,Won,Lost,Points
South Kwai Chung Squash Club 1,20,19,1,103
Phoenix,20,17,3,92
Kinetic 5,20,16,4,84
Invader Squash,20,14,6,84
Global 2,20,12,8,68
Bravo,20,10,10,67
Hong Kong Football Club 14,20,8,12,54
Rovers,20,7,13,45
DS,20,4,16,30
Friend Club 7,20,3,17,13
PLZ,20,0,20,-50
