Team,Played,Won,Lost,Points
Friend Club 5,18,17,1,87
Hong Kong Football Club 8B,18,16,2,80
i-MASK Advance Squash Club 6,18,8,10,52
The Zero Squash Club 1,18,10,8,46
Head Shatin 3,18,5,13,34
Alpha CUHK 1,18,4,14,32
United Services Recreation Club 3,18,3,15,17
