Team,Played,Won,Lost,Points
Fung King 2,18,14,4,71
The Squash Club 2,18,12,6,63
ZOMA 1,18,10,8,58
Hong Kong Fire Services 2,18,9,9,58
Spirit 3,18,11,7,53
Hong Kong Cricket Club 6,18,5,13,45
Head Shatin 5,18,2,16,23
