Team,Played,Won,Lost,Points
Tuen Mun Squash Club 2,22,19,3,98
Real Neo-Active Club,22,17,5,87
Star River 3,22,15,7,85
KWTDSC 1,22,14,8,85
United Services Recreation Club 5,22,12,10,81
Royal Hong Kong Yacht Club 15,22,15,7,77
Progressive Squash Club,22,13,9,66
ZOMA 2,22,9,13,59
Kinetic 6,21,6,15,40
Squashaholic,22,4,18,38
7NT,22,5,17,35
Flash 2,21,2,19,-15
