Team,Played,Won,Lost,Points
Hong Kong Football Club 4,16,16,0,90
i-MASK Advance Squash Club 1,16,12,4,64
Hong Kong Cricket Club 1,16,10,6,64
The New Generation,16,12,4,62
Head Shatin 1,16,9,7,59
Hong Kong Fire Services 1,16,5,11,32
Sovereign Group LRC 4,16,4,12,29
HKU 1,16,4,12,26
Titlows,16,0,16,1
