Team,Played,Won,Lost,Points
i-MASK Advance Squash Club 15,18,15,3,83
Phresh 4,18,11,7,69
Perrier Mix,18,17,1,59
Everlast 3,17,9,8,52
Hong Kong Cricket Club 9,17,5,12,23
Spirit 5,16,2,14,-2
Unique Squash 2,14,1,13,-22
