Team,Played,Won,Lost,Points
Hong Kong Cricket Club L3,12,9,3,46
Hong Kong Football Club L3A,12,5,7,34
Perrier Ladies,12,8,4,29
Hong Kong Football Club L3B,12,2,10,23
