Team,Played,Won,Lost,Points
United Services Recreation Club 2,21,15,6,86
Hong Kong Football Club 5,21,14,7,84
Perrier KCC 4,21,15,6,83
i-MASK Advance Squash Club 2,21,15,6,82
Fung King 1,21,14,7,76
Discovery Bay,20,5,15,29
Kinetic 1,20,2,18,21
Friend Club 2,21,3,18,16
