Team,Played,Won,Lost,Points
Hong Kong Football Club 10A,21,18,3,94
i-MASK Advance Squash Club 7,21,18,3,91
Perrier KCC 7,21,15,6,83
Hong Kong Football Club 10B,21,13,8,83
Royal Hong Kong Yacht Club 10,21,7,14,46
Xavier,20,6,14,42
The Hong Kong Jockey Club,21,6,15,38
Banbil,20,0,20,-5
