Team,Played,Won,Lost,Points
KWTDSC 4,18,15,3,79
TPSG,18,11,7,68
Sprouts,18,10,8,57
Relay 2,18,10,8,52
GS 4,18,8,10,45
i-MASK Advance Squash Club 14,18,6,12,44
Yuen Long Jr 4,18,3,15,19
