Team,Played,Won,Lost,Points
KWTDSC 2,18,16,2,88
i-MASK Advance Squash Club 11,18,16,2,79
Alpha CUHK 2,18,11,7,69
Mark Six,18,8,10,48
Airporterz,18,3,15,17
MASS,17,5,12,11
The Knockouts,17,3,14,10
