Team,Played,Won,Lost,Points
Hong Kong Football Club 3,21,19,2,101
Young Player 5,21,17,4,98
Yuen Long Jr 1,21,15,6,73
Perrier KCC 3,21,12,9,69
Friend Club 1,21,7,14,53
Spirit 1,21,8,13,50
Razor 1,20,5,15,42
Phresh 1,20,0,20,0
