Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc,Total Rubbers
Electrify Squash Div 13,100.0,100.0,100.0,100.0,100.0,100.0,5.0
SocGen Squash,100.0,100.0,100.0,100.0,100.0,100.0,5.0
X-Alpha 5,100.0,100.0,100.0,100.0,100.0,100.0,5.0
Fusion Squash Club 2,0.0,100.0,0.0,100.0,100.0,60.0,5.0
Sha Tin 6,100.0,100.0,0.0,100.0,0.0,60.0,4.0
Energy Squash Club 1,100.0,0.0,100.0,0.0,0.0,40.0,3.0
i-Mask Advance Squash Club 5,100.0,0.0,100.0,0.0,0.0,40.0,5.0
Energy Squash Club 2,0.0,100.0,0.0,0.0,0.0,20.0,3.0
HKIS Div 13,0.0,0.0,100.0,0.0,0.0,20.0,4.0
Happy Squash 4,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Kinetic 4,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Yuen Long District Sports Association Limited,0.0,0.0,0.0,0.0,0.0,0.0,5.0
