Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc,Total Rubbers
Hong Kong Football Club 12A,100.0,100.0,100.0,100.0,100.0,100.0,5.0
Alpha CUHK,100.0,100.0,100.0,100.0,0.0,80.0,4.0
South China Athletic Association,100.0,100.0,100.0,100.0,0.0,80.0,5.0
CSD Squash Team,100.0,100.0,0.0,100.0,0.0,60.0,4.0
North District Sports Association 1,100.0,100.0,0.0,100.0,0.0,60.0,5.0
Sea Bear,0.0,0.0,100.0,0.0,100.0,40.0,5.0
Winter Warriors,100.0,100.0,0.0,0.0,0.0,40.0,2.0
Hong Kong Racketlon Assoication 2,0.0,0.0,100.0,0.0,0.0,20.0,4.0
ZOMA,0.0,0.0,0.0,0.0,100.0,20.0,5.0
Hong Kong Football Club 12B,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Latecomers,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Star River 2,0.0,0.0,0.0,0.0,0.0,0.0,2.0
