Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Electrify Squash Div 13,9,9,0,49,40,5
Sha Tin 6,9,8,1,41,33,12
X-Alpha 5,9,6,3,35,29,16
Energy Squash Club 1,9,4,5,27,23,22
Yuen Long District Sports Association Limited,9,4,5,27,23,22
SocGen Squash,9,3,6,26,23,22
Fusion Squash Club 2,9,5,4,25,20,25
i-Mask Advance Squash Club 5,9,4,5,23,19,26
HKIS Div 13,9,3,6,20,17,28
Energy Squash Club 2,9,3,6,19,16,29
Kinetic 4,9,3,6,17,14,31
Happy Squash 4,9,2,7,15,13,32
