Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Hong Kong Football Club 3A,8,8,0,37,29,11
Kowloon Cricket Club 3A,8,6,2,34,29,11
Young Player 3,8,5,3,32,27,13
Kowloon Cricket Club 3B,8,6,2,30,24,16
Happy Squash 1,8,5,3,27,22,18
TNGX,9,3,6,20,17,28
NEXUS 1,8,2,6,17,15,25
Sha Tin 1,7,1,6,10,9,26
Hong Kong Football Club 3B,8,0,8,8,8,32
