Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
The Squash Club 2,8,6,2,32,26,14
Kowloon Cricket Club 7,8,6,2,30,24,16
Hong Kong Football Club 7B,8,5,3,30,25,15
Xavier,7,4,3,25,21,14
Physical Chess 2,8,3,5,22,19,21
Hong Kong Cricket Club 6,7,3,4,18,15,20
Twister 2,8,0,8,5,5,35
