Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
United Services Recreation Club M4,9,7,2,38,31,14
SKCSC,9,7,2,36,29,16
Hong Kong Football Club M4B,9,6,3,31,25,20
WAKO,9,5,4,28,23,22
Hong Kong Football Club M4A,9,4,5,28,24,21
Royal Hong Kong Yacht Club M4,9,4,5,25,21,24
Hong Kong Club Blue,9,2,7,18,16,29
Bolton,9,1,8,12,11,34
