Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Ladies Recreation Club Div 14,9,8,1,43,35,10
Kowloon Cricket Club 14,9,7,2,37,30,15
North District Sports Association 3,9,5,4,29,24,21
Hong Kong Football Club 14B,9,4,5,29,26,19
Hong Kong Football Club 14A,9,4,5,24,20,25
Electrify Squash Div 14,9,3,6,23,20,25
8 Virtues + 1,9,5,4,17,17,28
X-Alpha 6,9,0,9,4,8,37
