Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won
TNG 3,Hong Kong Cricket Club 5,Cornwall Street Squash Centre,1,07/10/2022,2-3,"['3-1', '2-3', '1-3', '2-3', '3-0']",2,3,11,10
Fusion Squash Club 2,Kinetic 1,HK Squash Centre,1,07/10/2022,5-0,"['3-1', '3-1', '3-0', '3-0', '3-0']",5,0,15,2
Friend Club 6,Sha Tin Squash Rackets Club Team 3,Cornwall Street Squash Centre,1,07/10/2022,2-3,"['0-3', '3-0', '0-3', '3-0', '1-3']",2,3,7,9
Smart Squash 1,YLJR 2,Tai Po Sports Ground,1,07/10/2022,4-1,"['3-0', '3-0', '0-3', '3-0', '3-0']",4,1,12,3
Squashathon Zero,EdUHK,Cornwall Street Squash Centre,1,07/10/2022,5-0,"['3-1', '3-0', '3-0', '3-0', '3-0']",5,0,15,1
EdUHK,Hong Kong Cricket Club 5,Cornwall Street Squash Centre,2,14/10/2022,1-4,"['0-3', '0-3', '0-3', '3-0', '0-3']",1,4,3,12
Smart Squash 1,Squashathon Zero,Tai Po Sports Ground,2,14/10/2022,3-2,"['0-3', '3-2', '3-0', '3-2', '0-3']",3,2,9,10
Sha Tin Squash Rackets Club Team 3,YLJR 2,Pei Ho Street Sports Centre,2,14/10/2022,5-0,"['3-0', '3-2', '3-0', '3-1', '3-2']",5,0,15,5
Fusion Squash Club 2,Friend Club 6,HK Squash Centre,2,14/10/2022,4-1,"['0-3', '3-1', '3-0', '3-0', '3-0']",4,1,12,4
Kinetic 1,TNG 3,Yuen Long Jockey Club Squash Courts,2,14/10/2022,3-2,"['1-3', '3-0', '3-0', '3-0', '0-3']",3,2,10,6
Hong Kong Cricket Club 5,Kinetic 1,Hong Kong Cricket Club,3,21/10/2022,3-2,"['3-0', '3-0', '3-0', '0-3', '1-3']",3,2,10,6
Friend Club 6,TNG 3,Cornwall Street Squash Centre,3,21/10/2022,2-3,"['3-0', '0-3', '0-3', '0-3', 'CR']",2,3,3,12
YLJR 2,Fusion Squash Club 2,Cornwall Street Squash Centre,3,21/10/2022,1-4,"['3-1', '0-3', '0-3', '0-3', '0-3']",1,4,3,13
Squashathon Zero,Sha Tin Squash Rackets Club Team 3,Cornwall Street Squash Centre,3,21/10/2022,2-3,"['2-3', '2-3', '3-2', '3-1', '0-3']",2,3,10,12
Smart Squash 1,EdUHK,Tai Po Sports Ground,3,21/10/2022,4-1,"['3-1', '3-0', '3-0', '0-3', '3-0']",4,1,12,4
Smart Squash 1,Hong Kong Cricket Club 5,Tai Po Sports Ground,4,28/10/2022,4-1,"['0-3', '3-0', '3-0', '3-0', '3-0']",4,1,12,3
Sha Tin Squash Rackets Club Team 3,EdUHK,Cornwall Street Squash Centre,4,28/10/2022,3-2,"['3-0', '0-3', '3-0', '3-0', '0-3']",3,2,9,6
Fusion Squash Club 2,Squashathon Zero,HK Squash Centre,4,28/10/2022,3-2,"['3-0', '3-0', '0-3', '1-3', '3-2']",3,2,10,8
TNG 3,YLJR 2,Cornwall Street Squash Centre,4,28/10/2022,3-2,"['3-1', '3-1', '2-3', '1-3', '3-0']",3,2,12,8
Kinetic 1,Friend Club 6,Yuen Long Jockey Club Squash Courts,4,28/10/2022,5-0,"['3-2', '3-2', '3-2', '3-2', '3-2']",5,0,15,10
Friend Club 6,Hong Kong Cricket Club 5,HK Squash Centre,5,04/11/2022,4-1,"['3-0', '3-1', '3-1', '2-3', '3-0']",4,1,14,5
