Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won
Happy Squash 3,Smart Squash 2,Yeung Uk Road Sports Centre,1,07/10/2022,4-1,"['3-0', '3-0', '3-0', '3-2', '1-3']",4,1,13,5
TNG 5,Friend Club 7,Cornwall Street Squash Centre,1,07/10/2022,1-4,"['0-3', '0-3', '0-3', '0-3', '3-0']",1,4,3,12
Vitality Squash 2,i-Mask Advance Squash Club 8,HK Squash Centre,1,07/10/2022,2-3,"['3-0', '3-0', '0-3', '1-3', '0-3']",2,3,7,9
Vitality Squash 2,Friend Club 7,HK Squash Centre,2,14/10/2022,5-0,"['3-1', '3-0', '3-0', '3-0', '3-0']",5,0,15,1
TNG 5,Smart Squash 2,Cornwall Street Squash Centre,2,14/10/2022,2-3,"['0-3', '1-3', '3-0', '2-3', '3-0']",2,3,9,9
Fusion Squash Club 3,Happy Squash 3,HK Squash Centre,2,14/10/2022,4-1,"['3-1', '3-0', '1-3', 'CR', 'CR']",4,1,13,4
Fusion Squash Club 3,TNG 5,HK Squash Centre,3,21/10/2022,5-0,"['3-1', '3-0', '3-1', 'CR', 'CR']",5,0,15,2
Vitality Squash 2,Smart Squash 2,HK Squash Centre,3,21/10/2022,5-0,"['CR', 'CR', 'CR', 'CR', 'CR']",5,0,15,0
i-Mask Advance Squash Club 8,Friend Club 7,Cornwall Street Squash Centre,3,21/10/2022,5-0,"['3-0', '3-0', '3-0', '3-0', 'CR']",5,0,15,0
Smart Squash 2,i-Mask Advance Squash Club 8,Cornwall Street Squash Centre,4,28/10/2022,0-5,"['0-3', '0-3', '0-3', '0-3', '0-3']",0,5,0,15
Fusion Squash Club 3,Vitality Squash 2,HK Squash Centre,4,28/10/2022,3-2,"['3-0', '0-3', '3-0', '2-3', '3-0']",3,2,11,6
Happy Squash 3,TNG 5,Yeung Uk Road Sports Centre,4,28/10/2022,3-2,"['3-0', '3-0', '3-0', '0-3', '2-3']",3,2,11,6
Vitality Squash 2,Happy Squash 3,HK Squash Centre,5,04/11/2022,3-2,"['1-3', '1-3', '3-1', '3-2', '3-0']",3,2,11,9
i-Mask Advance Squash Club 8,Fusion Squash Club 3,Cornwall Street Squash Centre,5,04/11/2022,4-1,"['3-1', '1-3', '3-0', 'CR', 'CR']",4,1,13,4
Friend Club 7,Smart Squash 2,Cornwall Street Squash Centre,5,04/11/2022,4-1,"['3-0', '3-0', '3-0', '1-3', '3-1']",4,1,13,4
Friend Club 7,Fusion Squash Club 3,Cornwall Street Squash Centre,6,11/11/2022,5-0,"['CR', 'CR', 'CR', 'CR', 'CR']",5,0,15,0
i-Mask Advance Squash Club 8,Happy Squash 3,Pei Ho Street Sports Centre,6,11/11/2022,5-0,"['3-2', '3-0', '3-1', '3-0', '3-0']",5,0,15,3
TNG 5,Vitality Squash 2,Cornwall Street Squash Centre,6,11/11/2022,0-5,"['0-3', '0-3', '0-3', 'CR', 'CR']",0,5,0,15
i-Mask Advance Squash Club 8,TNG 5,Cornwall Street Squash Centre,7,18/11/2022,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
Happy Squash 3,Friend Club 7,Yeung Uk Road Sports Centre,7,18/11/2022,5-0,"['3-0', '3-0', '3-1', '3-0', '3-1']",5,0,15,2
Fusion Squash Club 3,Smart Squash 2,HK Squash Centre,7,18/11/2022,3-2,"['3-2', '3-0', '3-0', '0-3', '0-3']",3,2,9,8
Smart Squash 2,Happy Squash 3,Tai Po Sports Ground,8,25/11/2022,0-5,"['0-3', '0-3', '0-3', '0-3', '2-3']",0,5,2,15
Friend Club 7,TNG 5,Cornwall Street Squash Centre,8,25/11/2022,2-3,"['3-0', '0-3', '3-2', '0-3', '0-3']",2,3,6,11
i-Mask Advance Squash Club 8,Vitality Squash 2,Cornwall Street Squash Centre,8,25/11/2022,5-0,"['3-0', '3-0', '3-1', '3-0', '3-0']",5,0,15,1
Friend Club 7,Vitality Squash 2,HK Squash Centre,9,09/12/2022,1-4,"['0-3', '1-3', '0-3', '0-3', '3-0']",1,4,4,12
Smart Squash 2,TNG 5,Tai Po Sports Ground,9,09/12/2022,2-3,"['3-0', '2-3', '3-0', '1-3', '0-3']",2,3,9,9
Happy Squash 3,Fusion Squash Club 3,Yeung Uk Road Sports Centre,9,09/12/2022,5-0,"['CR', 'CR', 'CR', 'CR', 'CR']",5,0,15,0
TNG 5,Fusion Squash Club 3,Cornwall Street Squash Centre,10,16/12/2022,3-2,"['3-0', '3-0', '3-0', '0-3', '0-3']",3,2,9,6
Smart Squash 2,Vitality Squash 2,Tai Po Sports Ground,10,16/12/2022,5-0,"['CR', 'CR', 'CR', 'CR', 'CR']",5,0,15,0
