Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won
Old Squash Fellows,Tuen Mun Squash Club,HK Squash Centre,1,11/10/2022,3-2,"['2-3', '1-3', '3-0', '3-0', '3-1']",3,2,12,7
United Services Recreation Club 3,Sergio Tacchini KCC 15,United Services Recreation Club,1,11/10/2022,3-2,"['0-3', '3-0', '3-0', '3-0', '0-3']",3,2,9,6
Hong Kong Football Club 15,HKPF Squash Team,Hong Kong Football Club,1,11/10/2022,1-4,"['1-3', '0-3', '3-1', '0-3', '1-3']",1,4,5,13
Sergio Tacchini KCC 15,Hong Kong Football Club 15,Kowloon Cricket Club,2,18/10/2022,4-1,"['3-0', '1-3', '3-0', '3-1', '3-0']",4,1,13,4
Old Squash Fellows,United Services Recreation Club 3,HK Squash Centre,2,18/10/2022,1-4,"['3-1', '1-3', '1-3', '1-3', '1-3']",1,4,7,13
Boss,Tuen Mun Squash Club,Cornwall Street Squash Centre,2,18/10/2022,5-0,"['3-1', '3-1', '3-0', '3-1', '3-0']",5,0,15,3
United Services Recreation Club 3,Boss,United Services Recreation Club,3,25/10/2022,3-2,"['0-3', '3-0', '3-0', '3-1', '0-3']",3,2,9,7
Hong Kong Football Club 15,Old Squash Fellows,Hong Kong Football Club,3,25/10/2022,3-2,"['3-2', '3-1', '1-3', '0-3', '3-0']",3,2,10,9
HKPF Squash Team,Sergio Tacchini KCC 15,Cornwall Street Squash Centre,3,25/10/2022,3-2,"['3-0', '3-1', '0-3', '1-3', '3-0']",3,2,10,7
Old Squash Fellows,HKPF Squash Team,HK Squash Centre,4,01/11/2022,1-4,"['0-3', '0-3', '1-3', '3-0', '0-3']",1,4,4,12
Boss,Hong Kong Football Club 15,Cornwall Street Squash Centre,4,01/11/2022,5-0,"['3-1', '3-2', '3-0', '3-0', '3-0']",5,0,15,3
Tuen Mun Squash Club,United Services Recreation Club 3,Cornwall Street Squash Centre,4,01/11/2022,3-2,"['3-1', '3-1', '0-3', '3-0', '0-3']",3,2,9,8
Hong Kong Football Club 15,Tuen Mun Squash Club,Hong Kong Football Club,5,08/11/2022,3-2,"['2-3', '3-0', '0-3', '3-2', '3-0']",3,2,11,8
HKPF Squash Team,Boss,Cornwall Street Squash Centre,5,08/11/2022,3-2,"['3-0', '3-0', '3-1', '0-3', '2-3']",3,2,11,7
Sergio Tacchini KCC 15,Old Squash Fellows,Kowloon Cricket Club,5,08/11/2022,2-3,"['2-3', '3-2', '3-0', '0-3', '0-3']",2,3,8,11
Boss,Sergio Tacchini KCC 15,Cornwall Street Squash Centre,6,15/11/2022,4-1,"['3-1', '0-3', '3-1', '3-0', '3-0']",4,1,12,5
Tuen Mun Squash Club,HKPF Squash Team,Cornwall Street Squash Centre,6,15/11/2022,1-4,"['0-3', '0-3', '2-3', '3-1', '0-3']",1,4,5,13
United Services Recreation Club 3,Hong Kong Football Club 15,United Services Recreation Club,6,15/11/2022,4-1,"['3-2', '3-0', '3-0', '3-0', '0-3']",4,1,12,5
HKPF Squash Team,United Services Recreation Club 3,Cornwall Street Squash Centre,7,22/11/2022,4-1,"['3-0', '3-0', '3-1', '3-0', '2-3']",4,1,14,4
Sergio Tacchini KCC 15,Tuen Mun Squash Club,Kowloon Cricket Club,7,22/11/2022,2-3,"['1-3', '3-1', '0-3', '0-3', '3-2']",2,3,7,12
Old Squash Fellows,Boss,HK Squash Centre,7,22/11/2022,3-2,"['3-0', '3-0', '3-0', '0-3', '1-3']",3,2,10,6
Tuen Mun Squash Club,Old Squash Fellows,Cornwall Street Squash Centre,8,06/12/2022,4-1,"['3-2', '3-2', '2-3', '3-0', '3-0']",4,1,14,7
Sergio Tacchini KCC 15,United Services Recreation Club 3,Kowloon Cricket Club,8,06/12/2022,2-3,"['3-2', '3-1', '1-3', '0-3', '0-3']",2,3,7,12
HKPF Squash Team,Hong Kong Football Club 15,Cornwall Street Squash Centre,8,06/12/2022,1-4,"['2-3', '0-3', '1-3', '3-0', '0-3']",1,4,6,12
Hong Kong Football Club 15,Sergio Tacchini KCC 15,Hong Kong Football Club,9,13/12/2022,3-2,"['3-2', '3-0', '0-3', '3-1', '0-3']",3,2,9,9
United Services Recreation Club 3,Old Squash Fellows,United Services Recreation Club,9,13/12/2022,4-1,"['0-3', '3-0', '3-1', '3-0', '3-0']",4,1,12,4
Tuen Mun Squash Club,Boss,Cornwall Street Squash Centre,9,13/12/2022,2-3,"['3-1', '3-0', '0-3', '0-3', '0-3']",2,3,6,10
Boss,United Services Recreation Club 3,Cornwall Street Squash Centre,10,03/01/2023,3-2,"['3-1', '0-3', '2-3', '3-0', '3-0']",3,2,11,7
Old Squash Fellows,Hong Kong Football Club 15,HK Squash Centre,10,03/01/2023,3-2,"['3-0', '0-3', '3-1', '0-3', '3-0']",3,2,9,7
HKPF Squash Team,Sergio Tacchini KCC 15,Cornwall Street Squash Centre,10,03/01/2023,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
HKPF Squash Team,Old Squash Fellows,Cornwall Street Squash Centre,11,10/01/2023,4-1,"['0-3', '3-1', '3-0', '3-0', '3-0']",4,1,12,4
Hong Kong Football Club 15,Boss,Hong Kong Football Club,11,10/01/2023,2-3,"['3-2', '3-1', '0-3', '0-3', '0-3']",2,3,6,12
United Services Recreation Club 3,Tuen Mun Squash Club,United Services Recreation Club,11,10/01/2023,3-2,"['3-2', '3-1', '3-2', '0-3', '1-3']",3,2,10,11
Tuen Mun Squash Club,Hong Kong Football Club 15,Cornwall Street Squash Centre,12,17/01/2023,2-3,"['2-3', '0-3', '3-0', '1-3', '3-0']",2,3,9,9
Boss,HKPF Squash Team,Cornwall Street Squash Centre,12,17/01/2023,4-1,"['0-3', '3-0', '3-0', '3-0', '3-1']",4,1,12,4
Old Squash Fellows,Sergio Tacchini KCC 15,HK Squash Centre,12,17/01/2023,2-3,"['3-1', '1-3', '0-3', '3-0', '0-3']",2,3,7,10
Sergio Tacchini KCC 15,Boss,Kowloon Cricket Club,13,07/02/2023,4-1,"['3-2', '3-0', '3-0', '0-3', '3-1']",4,1,12,6
HKPF Squash Team,Tuen Mun Squash Club,Cornwall Street Squash Centre,13,07/02/2023,3-2,"['3-2', '3-0', '3-0', '1-3', '1-3']",3,2,11,8
United Services Recreation Club 3,Hong Kong Football Club 15,United Services Recreation Club,13,07/02/2023,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
United Services Recreation Club 3,HKPF Squash Team,United Services Recreation Club,14,14/02/2023,0-5,"['0-3', '1-3', '0-3', '2-3', '2-3']",0,5,5,15
Tuen Mun Squash Club,Sergio Tacchini KCC 15,Cornwall Street Squash Centre,14,14/02/2023,3-2,"['3-2', '1-3', '2-3', '3-0', '3-1']",3,2,12,9
Boss,Old Squash Fellows,Cornwall Street Squash Centre,14,14/02/2023,4-1,"['0-3', '3-1', '3-0', '3-0', '3-0']",4,1,12,4
Tuen Mun Squash Club,Old Squash Fellows,Cornwall Street Squash Centre,15,21/02/2023,3-2,"['3-0', '3-0', '0-3', '2-3', 'CR']",3,2,11,6
United Services Recreation Club 3,Sergio Tacchini KCC 15,United Services Recreation Club,15,21/02/2023,5-0,"['3-1', '3-1', '3-0', '3-0', '3-0']",5,0,15,2
Hong Kong Football Club 15,HKPF Squash Team,Hong Kong Football Club,15,21/02/2023,0-5,"['2-3', '0-3', '1-3', '0-3', '1-3']",0,5,4,15
Sergio Tacchini KCC 15,Hong Kong Football Club 15,Kowloon Cricket Club,16,28/02/2023,3-2,"['2-3', '1-3', '3-1', '3-1', '3-0']",3,2,12,8
Old Squash Fellows,United Services Recreation Club 3,HK Squash Centre,16,28/02/2023,3-2,"['3-0', '0-3', '3-0', '3-0', '1-3']",3,2,10,6
Boss,Tuen Mun Squash Club,Cornwall Street Squash Centre,16,28/02/2023,5-0,"['3-1', '3-0', '3-0', '3-0', '3-1']",5,0,15,2
United Services Recreation Club 3,Boss,United Services Recreation Club,17,07/03/2023,4-1,"['1-3', '3-1', '3-1', '3-1', '3-1']",4,1,13,7
Hong Kong Football Club 15,Old Squash Fellows,Hong Kong Football Club,17,07/03/2023,3-2,"['1-3', '3-2', '1-3', '3-2', 'CR']",3,2,11,10
Sergio Tacchini KCC 15,HKPF Squash Team,Kowloon Cricket Club,17,07/03/2023,1-4,"['0-3', '2-3', '3-2', '0-3', '1-3']",1,4,6,14
Old Squash Fellows,HKPF Squash Team,HK Squash Centre,18,14/03/2023,1-4,"['0-3', '0-3', '2-3', '3-0', 'CR']",1,4,5,12
Boss,Hong Kong Football Club 15,Cornwall Street Squash Centre,18,14/03/2023,4-1,"['1-3', '3-0', '3-0', '3-0', '3-0']",4,1,13,3
Tuen Mun Squash Club,United Services Recreation Club 3,Cornwall Street Squash Centre,18,14/03/2023,2-3,"['3-0', '1-3', '0-3', '3-2', '1-3']",2,3,8,11
Hong Kong Football Club 15,Tuen Mun Squash Club,Hong Kong Football Club,19,21/03/2023,2-3,"['3-2', '0-3', '3-1', '0-3', '0-3']",2,3,6,12
HKPF Squash Team,Boss,Cornwall Street Squash Centre,19,21/03/2023,2-3,"['3-0', '3-0', '0-3', '0-3', '0-3']",2,3,6,9
