Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won
Star River 2,Hong Kong Cricket Club 6,Cornwall Street Squash Centre,1,11/10/2022,3-2,"['3-1', '1-3', '3-0', '1-3', '3-0']",3,2,11,7
Invader Squash,Winter Warriors,HK Squash Centre,1,11/10/2022,4-1,"['3-0', '0-3', '3-1', '3-0', '3-0']",4,1,12,4
7NT,Sha Tin Squash Rackets Club Team 5,Cornwall Street Squash Centre,1,11/10/2022,4-1,"['3-0', '3-0', '0-3', '3-1', '3-0']",4,1,12,4
Winter Warriors,7NT,HK Squash Centre,2,18/10/2022,3-2,"['3-1', '0-3', '3-2', '3-2', '0-3']",3,2,9,11
Hong Kong Cricket Club 6,Invader Squash,Hong Kong Cricket Club,2,18/10/2022,2-3,"['0-3', '3-2', '1-3', '3-1', '1-3']",2,3,8,12
i-Mask Advance Squash Club 6,Star River 2,Cornwall Street Squash Centre,2,18/10/2022,4-1,"['3-2', '3-2', '3-0', '3-0', '2-3']",4,1,14,7
Invader Squash,i-Mask Advance Squash Club 6,HK Squash Centre,3,25/10/2022,1-4,"['3-2', '0-3', '0-3', '2-3', '0-3']",1,4,5,14
Hong Kong Cricket Club 6,7NT,Hong Kong Cricket Club,3,25/10/2022,3-2,"['3-1', '0-3', '3-1', '2-3', '3-0']",3,2,11,8
Sha Tin Squash Rackets Club Team 5,Winter Warriors,Cornwall Street Squash Centre,3,25/10/2022,3-2,"['2-3', '0-3', '3-2', '3-0', '3-0']",3,2,11,8
Hong Kong Cricket Club 6,Sha Tin Squash Rackets Club Team 5,Hong Kong Cricket Club,4,01/11/2022,4-1,"['3-0', '3-0', '3-1', '2-3', '3-1']",4,1,14,5
i-Mask Advance Squash Club 6,7NT,Cornwall Street Squash Centre,4,01/11/2022,1-4,"['2-3', '3-1', '0-3', '0-3', '1-3']",1,4,6,13
Star River 2,Invader Squash,Cornwall Street Squash Centre,4,01/11/2022,0-5,"['0-3', '2-3', '2-3', '2-3', '1-3']",0,5,7,15
7NT,Star River 2,Cornwall Street Squash Centre,5,08/11/2022,4-1,"['2-3', '3-1', '3-0', '3-2', '3-2']",4,1,14,8
Sha Tin Squash Rackets Club Team 5,i-Mask Advance Squash Club 6,Cornwall Street Squash Centre,5,08/11/2022,1-4,"['0-3', '0-3', '0-3', '0-3', '3-1']",1,4,3,13
Winter Warriors,Hong Kong Cricket Club 6,HK Squash Centre,5,08/11/2022,4-1,"['1-3', '3-1', '3-2', '3-2', '3-2']",4,1,13,10
i-Mask Advance Squash Club 6,Winter Warriors,Cornwall Street Squash Centre,6,15/11/2022,3-2,"['3-1', '3-1', '1-3', '0-3', '3-1']",3,2,10,9
