Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won
Hong Kong Racketlon Association 1,Happy Squash 2,HK Squash Centre,1,07/10/2022,0-5,"['1-3', '0-3', '1-3', '2-3', '0-3']",0,5,4,15
Physical Chess Squash Club Academy 1,YLJR 1,Cornwall Street Squash Centre,1,07/10/2022,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
Hong Kong Football Club 7A,Hong Kong Football Club 7B,Hong Kong Football Club,1,07/10/2022,1-4,"['2-3', '0-3', '0-3', '0-3', '3-2']",1,4,5,14
i-Mask Advance Squash Club 1,i-Mask Advance Squash Club 2,Cornwall Street Squash Centre,1,07/10/2022,1-4,"['0-3', '0-3', '1-3', '3-2', '0-3']",1,4,4,14
i-Mask Advance Squash Club 2,Physical Chess Squash Club Academy 1,Pei Ho Street Sports Centre,2,14/10/2022,4-1,"['3-2', '3-0', '1-3', '3-2', '3-0']",4,1,13,7
Hong Kong Football Club 7B,i-Mask Advance Squash Club 1,Hong Kong Football Club,2,14/10/2022,5-0,"['3-1', '3-0', '3-0', '3-0', '3-0']",5,0,15,1
Happy Squash 2,Hong Kong Football Club 7A,Yeung Uk Road Sports Centre,2,14/10/2022,2-3,"['3-1', '0-3', '3-2', '0-3', 'CR']",2,3,6,12
TNG 2,Hong Kong Racketlon Association 1,Cornwall Street Squash Centre,2,14/10/2022,3-2,"['3-0', '3-1', '2-3', '3-2', 'CR']",3,2,14,6
Hong Kong Football Club 7A,TNG 2,Hong Kong Football Club,3,21/10/2022,2-3,"['3-1', '2-3', '3-0', '2-3', '0-3']",2,3,10,10
i-Mask Advance Squash Club 1,Happy Squash 2,Cornwall Street Squash Centre,3,21/10/2022,4-1,"['3-0', '3-2', '1-3', '3-0', '3-0']",4,1,13,5
Physical Chess Squash Club Academy 1,Hong Kong Football Club 7B,Cornwall Street Squash Centre,3,21/10/2022,4-1,"['3-2', '0-3', '3-0', '3-1', '3-2']",4,1,12,8
YLJR 1,i-Mask Advance Squash Club 2,Yuen Long Jockey Club Squash Courts,3,21/10/2022,1-4,"['3-1', '0-3', '0-3', '0-3', '0-3']",1,4,3,13
Hong Kong Football Club 7B,YLJR 1,Hong Kong Football Club,4,28/10/2022,5-0,"['3-1', '3-0', '3-0', '3-0', '3-1']",5,0,15,2
