Team,Played,Won,Lost,Points,Playoffs,1,2,3,4,5,6,7,8
Friend Club,21,14.2992992992993,6.7007007007007005,77.44044044044044,98.0980980980981,53.753753753753756,29.429429429429426,11.01101101101101,3.903903903903904,1.5015015015015014,0.40040040040040037,0.0,0.0
i-Mask Advance Squash Club 3,21,13.903903903903904,7.096096096096096,74.95595595595596,94.79479479479478,35.03503503503504,37.13713713713714,15.815815815815814,6.806806806806807,3.903903903903904,0.9009009009009009,0.40040040040040037,0.0
Kwai Tsing District Squash Club,21,11.596596596596596,9.403403403403404,66.16416416416416,67.26726726726727,6.206206206206207,12.212212212212211,26.826826826826828,22.02202202202202,18.01801801801802,10.71071071071071,3.4034034034034035,0.6006006006006006
HKPF Squash Team,21,10.41941941941942,10.58058058058058,64.42842842842842,57.85785785785786,1.5015015015015014,9.60960960960961,19.21921921921922,27.52752752752753,22.22222222222222,13.013013013013014,5.805805805805806,1.1011011011011012
Kowloon Cricket Club 9,21,10.343343343343344,10.656656656656656,63.434434434434436,48.748748748748746,3.003003003003003,8.508508508508509,16.916916916916914,20.32032032032032,22.62262262262262,20.32032032032032,6.606606606606606,1.7017017017017018
The Best Group 2,21,9.77877877877878,11.22122122122122,59.413413413413416,27.727727727727725,0.5005005005005005,3.003003003003003,8.80880880880881,15.415415415415415,21.22122122122122,28.52852852852853,18.41841841841842,4.1041041041041035
Centre Squash,21,7.4674674674674675,13.532532532532533,52.38038038038038,4.604604604604605,0.0,0.10010010010010009,1.1011011011011012,3.4034034034034035,9.00900900900901,19.81981981981982,43.24324324324324,23.323323323323322
Hong Kong Football Club 9,21,6.191191191191191,14.80880880880881,45.78278278278278,0.9009009009009009,0.0,0.0,0.3003003003003003,0.6006006006006006,1.5015015015015014,6.306306306306306,22.12212212212212,69.16916916916917
