Team,Played,Won,Lost,Points,Playoffs,1,2,3,4,5,6
Hong Kong Football Club M2B,20,11.94894894894895,8.05105105105105,57.9029029029029,95.89589589589589,49.549549549549546,26.026026026026027,12.712712712712712,7.6076076076076085,3.4034034034034035,0.7007007007007007
Hong Kong Football Club M2A,20,11.35135135135135,8.64864864864865,54.054054054054056,88.78878878878879,25.625625625625624,29.629629629629626,22.02202202202202,11.511511511511511,7.4074074074074066,3.8038038038038042
Hong Kong Cricket Club M2B,20,10.213213213213214,9.786786786786786,52.28228228228228,82.58258258258257,16.916916916916914,21.52152152152152,27.32732732732733,16.816816816816818,12.812812812812812,4.604604604604605
Hong Kong Cricket Club M2A,20,10.001001001001,9.998998998999,47.493493493493496,60.46046046046047,4.704704704704705,12.412412412412413,17.31731731731732,26.026026026026027,23.023023023023022,16.516516516516518
Ladies Recreation Club M2B,20,8.008008008008009,11.991991991991991,45.42042042042042,44.34434434434434,1.7017017017017018,6.006006006006006,12.712712712712712,23.923923923923923,28.428428428428425,27.227227227227228
Ladies Recreation Club M2A,20,8.477477477477477,11.522522522522523,42.846846846846844,27.927927927927925,1.5015015015015014,4.404404404404405,7.907907907907907,14.114114114114114,24.924924924924923,47.147147147147145
