Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,avg_win_perc,Total Rubbers
Hong Kong Football Club M1B,100.0,100.0,80.0,93.33333333333333,15
Hong Kong Football Club M1A,50.0,75.0,100.0,75.0,11
Hong Kong Cricket Club M1B,60.0,20.0,20.0,33.333333333333336,15
Hong Kong Cricket Club M1A,20.0,20.0,25.0,21.666666666666668,14
Ladies Recreation Club M1,0.0,0.0,60.0,20.0,15
