Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
The Squash Club 2,6,5,1,25,20,10
Kowloon Cricket Club 7,6,5,1,24,19,11
Hong Kong Football Club 7B,6,3,3,22,19,11
Xavier,6,3,3,19,16,14
Hong Kong Cricket Club 6,6,3,3,16,13,17
Physical Chess 2,6,2,4,15,13,17
Twister 2,6,0,6,5,5,25
