Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
SKCSC,7,5,2,28,23,12
United Services Recreation Club M4,7,5,2,27,22,13
Hong Kong Football Club M4A,7,4,3,25,21,14
Royal Hong Kong Yacht Club M4,7,4,3,23,19,16
WAKO,7,4,3,22,18,17
Hong Kong Football Club M4B,7,4,3,21,17,18
Hong Kong Club Blue,7,1,6,13,12,23
Bolton,7,1,6,9,8,27
