Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
X-Alpha 3,6,4,2,24,21,9
Hong Kong Football Club 7A,5,4,1,20,16,9
UST,6,3,3,17,14,16
Hong Kong Cricket Club 5,6,3,3,17,14,16
Kinetic 1,6,2,4,16,14,16
Vitality Squash 1,5,3,2,13,10,15
The Best Group 1,6,1,5,12,11,19
