Team,Most Games,Most Wins,Highest Win Percentage
Electrify Squash Div 15,"Chou Kowk Wai, Chan Tsz Hin Benjamin (9)","Chou Kowk Wai, Chan Tsz Hin Benjamin (9)","Chou Kowk Wai, Cheung Chak Hang, Chan Tsz Hin Benjamin (100.0%)"
Fusion Squash Club 3,Wang Alden (8),"Yau Ching Yu, Lee Tin Yau (4)",Lee Tin Yau (66.7%)
RELAY 2,Cheng Tsz Long (8),Cheng Tsz Long (7),"Hung Pak Hin, Chung Yui On Jake (100.0%)"
Serve - Ivors,Sra Jai Singh (8),Finn Christopher (5),Finn Christopher (100.0%)
Squash-On,Chan Lut Yin Marcus (10),Chan Lut Yin Marcus (7),Fan Ethan Zheming (80.0%)
Squashathon MeGa,Chun Yuen Man (6),"Buxani Krish, Tsang Ka Lei Carrie (4)","Buxani Krish, Tsang Ka Lei Carrie (80.0%)"
TNG 3,Cheung Hei Sun (8),Chan Lok Man (4),Chan Lok Man (66.7%)
i-Mask Advance Squash Club 6,Chu Nathan Yian Zhe (8),Lam Tsz Ching (4),Lam Tsz Ching (66.7%)
