Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc,Total Rubbers
Kowloon Cricket Club 6B,87.5,75.0,87.5,75.0,75.0,80.0,40
Kowloon Cricket Club 6A,100.0,62.5,75.0,87.5,25.0,70.0,40
United Services Recreation Club 2,66.66666666666666,77.77777777777779,66.66666666666666,77.77777777777779,44.44444444444444,66.66666666666667,45
Hong Kong Cricket Club 4,44.44444444444444,44.44444444444444,66.66666666666666,66.66666666666666,55.55555555555556,55.55555555555556,45
Hong Kong Football Club 6C,14.285714285714285,57.14285714285714,85.71428571428571,57.14285714285714,57.14285714285714,54.28571428571428,35
Global Squash 1,37.5,37.5,50.0,37.5,75.0,47.5,40
Hong Kong Football Club 6B,62.5,37.5,37.5,62.5,37.5,47.5,40
Hong Kong Football Club 6A,0.0,28.57142857142857,57.14285714285714,57.14285714285714,57.14285714285714,39.99999999999999,35
Social Squash Team,50.0,62.5,12.5,25.0,12.5,32.5,40
Friend Club 3,22.22222222222222,33.33333333333333,22.22222222222222,22.22222222222222,25.0,25.0,44
