Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Physical Chess 2,8,8,0,39,31,9,0,2,0,0
Hong Kong Football Club 7A,8,7,1,32,25,15,0,1,0,0
Hong Kong Football Club 7B,8,5,3,31,26,14,0,1,0,0
Thunder 1,8,5,3,26,21,19,0,3,0,0
Hong Kong Cricket Club D7A,8,4,4,25,21,19,1,1,0,1
UST,8,4,4,23,19,21,1,1,0,0
i-Mask Advance Squash Club 1,9,3,6,22,19,26,1,1,0,0
Hong Kong Cricket Club D7B,8,3,5,20,17,23,0,1,0,0
Social Squash Team,8,3,5,19,16,24,1,0,0,0
Xavier,8,2,6,19,17,23,7,0,0,0
Kinetic 1,9,1,8,13,13,32,1,1,1,0
