Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
The Squash Club 3,8,8,0,47,39,1,0,1,0,1
Craigengower Cricket Club,8,6,2,32,26,14,3,0,0,0
North District Sports Association 1,8,5,3,30,25,15,0,2,0,0
Arctic Circle,8,6,2,27,21,19,0,2,0,0
MM Squash,8,4,4,23,20,20,3,0,1,0
X-Alpha 5,8,3,5,20,17,23,0,2,0,0
Star River 2,8,3,5,19,16,24,0,0,0,0
Squashathon SocGen,8,1,7,12,11,29,1,0,0,0
Greenfield,8,0,8,5,5,35,0,0,0,0
