Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
The Squash Club 2,9,8,1,47,39,6,0,0,0,0
Twister,9,7,2,41,34,11,0,0,0,0
Hong Kong Football Club 9,9,6,3,34,28,17,0,0,0,0
Centre Squash,9,7,2,32,25,20,0,2,0,0
i-Mask Advance Squash Club 3,9,5,4,26,21,24,0,0,0,0
The Hong Kong Jockey Club Div 9,9,5,4,25,20,25,0,0,0,0
Kowloon Cricket Club 9,9,3,6,22,19,26,0,0,0,0
Kinetic 3,9,3,6,19,16,29,0,0,0,0
BOSS,9,1,8,12,11,34,1,0,0,0
HKPF Squash Team,9,0,9,12,12,33,1,0,0,0
