Team Name,Home,Average Home Score,Average Away Score,home_away_diff
Physical Chess 1,Cornwall Street Squash Centre,4.0,2.0,2.0
X-Alpha 2,Cornwall Street Squash Centre,3.3333333333333335,2.0,1.3333333333333335
Squashathon,Cornwall Street Squash Centre,3.0,2.0,1.0
Hong Kong Football Club 5B,Hong Kong Football Club,2.6666666666666665,1.8,0.8666666666666665
Uncle,Cornwall Street Squash Centre,2.6666666666666665,2.0,0.6666666666666665
Happy Squash 2,Wai Tsuen Sports Centre,2.6666666666666665,2.3333333333333335,0.33333333333333304
Hong Kong Football Club 5A,Hong Kong Football Club,4.0,3.75,0.25
The Squash Club 1,Cornwall Street Squash Centre,2.0,2.0,0.0
i-Mask Advance Squash Club 1,Cornwall Street Squash Centre,1.0,1.0,0.0
Hong Kong Racketlon Association 1,Cornwall Street Squash Centre,2.3333333333333335,3.0,-0.6666666666666665
