Team Name,Home,Average Home Score,Average Away Score,home_away_diff
Kowloon Cricket Club 6A,Kowloon Cricket Club,3.6666666666666665,2.4,1.2666666666666666
United Services Recreation Club 2,United Services Recreation Club,4.0,2.75,1.25
Global Squash 1,HK Squash Centre,2.2,1.5,0.7000000000000002
Friend Club 3,Cornwall Street Squash Centre,2.25,1.6666666666666667,0.5833333333333333
Hong Kong Cricket Club 4,Hong Kong Cricket Club,3.0,2.5,0.5
Kowloon Cricket Club 6B,Kowloon Cricket Club,4.4,4.0,0.40000000000000036
Hong Kong Football Club 6B,Hong Kong Football Club,2.2,2.0,0.20000000000000018
Social Squash Team,HK Squash Centre,1.0,1.0,0.0
Hong Kong Football Club 6C,Hong Kong Football Club,2.0,2.6,-0.6000000000000001
Hong Kong Football Club 6A,Hong Kong Football Club,2.0,3.5,-1.5
