Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,avg_win_perc,Total Rubbers
JESSICA L1,0.0,100.0,100.0,66.66666666666667,3
Hong Kong Football Club L1,100.0,0.0,100.0,66.66666666666667,3
Kowloon Cricket Club L1B,0.0,0.0,0.0,0.0,3
