Team Name,Home,Average Home Score,Average Away Score,home_away_diff
Hong Kong Cricket Club Rockettes,Hong Kong Cricket Club,1.8,0.0,1.8
Hong Kong Football Club L3C,Hong Kong Football Club,3.0,1.5,1.5
JESSICA L3,HK Squash Centre,1.0,1.3333333333333333,-0.33333333333333326
Hong Kong Football Club L3B,Hong Kong Football Club,1.5,2.0,-0.5
i-Mask Advance Squash Club L3,Cornwall Street Squash Centre,1.0,1.75,-0.75
Hong Kong Football Club L3A,Hong Kong Football Club,0.0,1.0,-1.0
