Home Team,vs,Away Team,Venue,Time,Result,Match Week,Date
The Squash Club 2,v,Twister,Cornwall Street Squash Centre,19:00:00,"1-4(3-0,0-3,1-3,0-3,1-3)",1,08/10/2025
HKPF Squash Team,v,BOSS,Cornwall Street Squash Centre,19:00:00,"1-4(3-0,2-3,1-3,0-3,0-3)",1,08/10/2025
The Hong Kong Jockey Club Div 9,v,Kinetic 3,HKJC Sha Tin Club House,19:00:00,"3-2(3-0,3-1,1-3,3-0,1-3)",1,08/10/2025
Kowloon Cricket Club 9,v,Hong Kong Football Club 9,Kowloon Cricket Club,19:00:00,"1-4(3-1,2-3,0-3,1-3,0-3)",1,08/10/2025
Centre Squash,v,i-Mask Advance Squash Club 3,HK Squash Centre,19:00:00,"3-2(0-3,0-3,3-1,3-2,3-1)",1,08/10/2025
Twister,v,i-Mask Advance Squash Club 3,Cornwall Street Squash Centre,19:00:00,"4-1(1-3,3-2,3-1,3-0,3-1)",2,15/10/2025
Centre Squash,v,Hong Kong Football Club 9,HK Squash Centre,19:00:00,"3-2(1-3,3-0,1-3,3-2,3-2)",2,15/10/2025
Kinetic 3,v,Kowloon Cricket Club 9,HK Squash Centre,19:00:00,"3-2(0-3,3-1,3-1,0-3,3-0)",2,15/10/2025
BOSS,v,The Hong Kong Jockey Club Div 9,Cornwall Street Squash Centre,19:00:00,"1-4(2-3,2-3,0-3,1-3,3-0)",2,15/10/2025
The Squash Club 2,v,HKPF Squash Team,Cornwall Street Squash Centre,19:00:00,"4-1(3-1,3-0,3-0,3-0,1-3)",2,15/10/2025
HKPF Squash Team,v,Twister,Cornwall Street Squash Centre,19:00:00,,3,22/10/2025
The Hong Kong Jockey Club Div 9,v,The Squash Club 2,HKJC Sha Tin Club House,19:00:00,,3,22/10/2025
Kowloon Cricket Club 9,v,BOSS,Kowloon Cricket Club,19:00:00,,3,22/10/2025
Centre Squash,v,Kinetic 3,HK Squash Centre,19:00:00,,3,22/10/2025
Hong Kong Football Club 9,v,i-Mask Advance Squash Club 3,Hong Kong Football Club,19:00:00,,3,22/10/2025
Twister,v,Hong Kong Football Club 9,Cornwall Street Squash Centre,19:00:00,,4,05/11/2025
Kinetic 3,v,i-Mask Advance Squash Club 3,HK Squash Centre,19:00:00,,4,05/11/2025
BOSS,v,Centre Squash,Cornwall Street Squash Centre,19:00:00,,4,05/11/2025
The Squash Club 2,v,Kowloon Cricket Club 9,Cornwall Street Squash Centre,19:00:00,,4,05/11/2025
HKPF Squash Team,v,The Hong Kong Jockey Club Div 9,Cornwall Street Squash Centre,19:00:00,,4,05/11/2025
The Hong Kong Jockey Club Div 9,v,Twister,HKJC Sha Tin Club House,19:00:00,,5,12/11/2025
Kowloon Cricket Club 9,v,HKPF Squash Team,Kowloon Cricket Club,19:00:00,,5,12/11/2025
Centre Squash,v,The Squash Club 2,HK Squash Centre,19:00:00,,5,12/11/2025
i-Mask Advance Squash Club 3,v,BOSS,Cornwall Street Squash Centre,19:00:00,,5,12/11/2025
Hong Kong Football Club 9,v,Kinetic 3,Hong Kong Football Club,19:00:00,,5,12/11/2025
Twister,v,Kinetic 3,Cornwall Street Squash Centre,19:00:00,,6,19/11/2025
BOSS,v,Hong Kong Football Club 9,Cornwall Street Squash Centre,19:00:00,,6,19/11/2025
The Squash Club 2,v,i-Mask Advance Squash Club 3,Cornwall Street Squash Centre,19:00:00,,6,19/11/2025
