Home Team,vs,Away Team,Venue,Time,Result,Match Week,Date
The Squash Club 1,v,Sha Tin 1,Cornwall Street Squash Centre,19:00:00,"1-4(0-3,1-3,0-3,3-0,1-3)",1,14/10/2025
X-Alpha 2,v,Kowloon Cricket Club 4,Cornwall Street Squash Centre,19:00:00,"0-5(0-3,2-3,1-3,0-3,CR)",1,14/10/2025
TNGX,v,YLJR,Cornwall Street Squash Centre,19:00:00,"1-4(3-2,1-3,2-3,2-3,0-3)",1,14/10/2025
Hong Kong Cricket Club D4A,v,Hong Kong Cricket Club D4B,HK Squash Centre,19:00:00,"1-4(2-3,1-3,0-3,0-3,3-2)",1,14/10/2025
Hong Kong Football Club 4A,v,Hong Kong Football Club 4B,Hong Kong Football Club,19:00:00,"2-3(3-2,3-2,1-3,1-3,2-3)",1,14/10/2025
Sha Tin 1,v,YLJR,Cornwall Street Squash Centre,19:00:00,,2,21/10/2025
TNGX,v,Kowloon Cricket Club 4,Cornwall Street Squash Centre,19:00:00,,2,21/10/2025
X-Alpha 2,v,Hong Kong Football Club 4B,Cornwall Street Squash Centre,19:00:00,,2,21/10/2025
Hong Kong Cricket Club D4B,v,Hong Kong Football Club 4A,Hong Kong Cricket Club,19:00:00,"2-3(2-3,0-3,2-3,3-0,3-0)",2,21/10/2025
The Squash Club 1,v,Hong Kong Cricket Club D4A,Cornwall Street Squash Centre,19:00:00,"4-1(3-0,3-2,0-3,3-0,3-2)",2,21/10/2025
Hong Kong Cricket Club D4A,v,Sha Tin 1,Hong Kong Cricket Club,19:00:00,,3,28/10/2025
Hong Kong Football Club 4A,v,The Squash Club 1,Hong Kong Football Club,19:00:00,,3,28/10/2025
X-Alpha 2,v,Hong Kong Cricket Club D4B,Cornwall Street Squash Centre,19:00:00,,3,28/10/2025
TNGX,v,Hong Kong Football Club 4B,Cornwall Street Squash Centre,19:00:00,,3,28/10/2025
Kowloon Cricket Club 4,v,YLJR,Kowloon Cricket Club,19:00:00,,3,28/10/2025
Sha Tin 1,v,Kowloon Cricket Club 4,Cornwall Street Squash Centre,19:00:00,,4,04/11/2025
Hong Kong Football Club 4B,v,YLJR,Hong Kong Football Club,19:00:00,,4,04/11/2025
TNGX,v,Hong Kong Cricket Club D4B,Cornwall Street Squash Centre,19:00:00,,4,04/11/2025
The Squash Club 1,v,X-Alpha 2,Cornwall Street Squash Centre,19:00:00,,4,04/11/2025
