Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,avg_win_perc
Kowloon Cricket Club 1A,0.0,0.0,0.0,0.0
Hong Kong Cricket Club 1,50.0,50.0,-100.0,0.0
Hong Kong Football Club 1B,0.0,0.0,0.0,0.0
Hong Kong Football Club 1A,0.0,0.0,-100.0,-33.333333333333336
Kowloon Cricket Club 1B,0.0,0.0,-100.0,-33.333333333333336
FWD,-100.0,0.0,-100.0,-66.66666666666666
