Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,avg_win_perc
i-Mask Advance Squash Club L3,-50.0,0.0,50.0,0.0
JESSICA L3,-50.0,50.0,-50.0,-16.666666666666664
