Home Team,vs,Away Team,Venue,Time,Result,Match Week,Date
Friend Club 3,v,Fusion Squash Club 2,Cornwall Street Squash Centre,19:00,"1-4(0-3,0-3,3-0,0-3,0-3)",1,08/10/2021
i-Mask Advance Squash Club 2,v,Neptune,Pei Ho Street Sports Centre,19:00,"5-0(3-2,3-0,3-0,3-0,CR)",1,08/10/2021
Twister 1,v,TNG 2,Cornwall Street Squash Centre,19:00,"0-5(0-3,0-3,1-3,0-3,0-3)",1,08/10/2021
United Services Recreation Club 2,v,Physical Chess 1,United Services Recreation Club,19:00,"2-3(0-3,1-3,3-2,2-3,3-1)",1,08/10/2021
Hong Kong Football Club 7A,v,Hong Kong Football Club 7B,Hong Kong Football Club,19:00,"1-4(1-3,0-3,3-0,0-3,0-3)",1,08/10/2021
United Services Recreation Club 2,v,Hong Kong Football Club 7A,United Services Recreation Club,19:00,"4-1(3-2,3-0,3-1,3-1,2-3)",2,15/10/2021
Physical Chess 1,v,Twister 1,Pei Ho Street Sports Centre,19:00,"5-0(3-0,3-0,3-0,3-0,3-0)",2,15/10/2021
TNG 2,v,i-Mask Advance Squash Club 2,Cornwall Street Squash Centre,19:00,"4-1(3-2,3-1,0-3,3-1,3-1)",2,15/10/2021
Neptune,v,Friend Club 3,Cornwall Street Squash Centre,19:00,"0-5(1-3,0-3,0-3,CR,CR)",2,15/10/2021
Hong Kong Football Club 7B,v,Fusion Squash Club 2,Hong Kong Football Club,19:00,"3-2(2-3,3-0,3-0,3-0,0-3)",2,15/10/2021
Fusion Squash Club 2,v,Neptune,HK Squash Centre,19:00,"5-0(3-0,3-0,3-0,3-0,3-0)",3,22/10/2021
Friend Club 3,v,TNG 2,Pei Ho Street Sports Centre,19:00,"3-2(3-0,3-2,0-3,0-3,3-2)",3,22/10/2021
i-Mask Advance Squash Club 2,v,Physical Chess 1,Cornwall Street Squash Centre,19:00,"2-3(0-3,1-3,3-1,3-0,2-3)",3,22/10/2021
Twister 1,v,Hong Kong Football Club 7A,Cornwall Street Squash Centre,19:00,"0-5(2-3,0-3,2-3,0-3,0-3)",3,22/10/2021
Hong Kong Football Club 7B,v,United Services Recreation Club 2,Hong Kong Football Club,19:00,"5-0(3-0,3-0,3-0,3-1,3-0)",3,22/10/2021
United Services Recreation Club 2,v,Twister 1,United Services Recreation Club,19:00,"3-2(2-3,1-3,3-2,3-0,3-2)",4,29/10/2021
Hong Kong Football Club 7A,v,i-Mask Advance Squash Club 2,Hong Kong Football Club,19:00,"1-4(2-3,2-3,3-0,0-3,0-3)",4,29/10/2021
Physical Chess 1,v,Friend Club 3,Cornwall Street Squash Centre,19:00,"4-1(3-2,3-1,3-0,1-3,3-0)",4,29/10/2021
TNG 2,v,Fusion Squash Club 2,Cornwall Street Squash Centre,19:00,"2-3(0-3,3-1,3-0,2-3,2-3)",4,29/10/2021
Neptune,v,Hong Kong Football Club 7B,Cornwall Street Squash Centre,19:00,"1-4(0-3,3-2,0-3,0-3,0-3)",4,29/10/2021
Neptune,v,TNG 2,Cornwall Street Squash Centre,19:00,"0-5(1-3,0-3,0-3,0-3,0-3)",5,05/11/2021
Fusion Squash Club 2,v,Physical Chess 1,HK Squash Centre,19:00,"2-3(3-0,0-3,0-3,0-3,3-2)",5,05/11/2021
Friend Club 3,v,Hong Kong Football Club 7A,Cornwall Street Squash Centre,19:00,"1-4(0-3,3-1,1-3,2-3,0-3)",5,05/11/2021
i-Mask Advance Squash Club 2,v,United Services Recreation Club 2,Cornwall Street Squash Centre,19:00,"0-5(2-3,0-3,2-3,1-3,CR)",5,05/11/2021
Hong Kong Football Club 7B,v,Twister 1,Hong Kong Football Club,19:00,"5-0(3-1,3-0,3-0,3-0,3-1)",5,05/11/2021
