Home Team,vs,Away Team,Venue,Time,Result,Match Week,Date
Star River 2,v,7NT,Cornwall Street Squash Centre,19:00,"4-1(2-3,3-0,3-1,3-0,3-1)",1,05/10/2021
Sha Tin Squash Rackets Club 4,v,Hong Kong Football Club 15,Cornwall Street Squash Centre,19:00,"1-4(1-3,3-0,0-3,0-3,2-3)",1,05/10/2021
Invader Squash,v,Kinetic 3,Harbour Road Sports Centre,19:00,"3-2(0-3,3-1,3-2,3-0,0-3)",1,05/10/2021
i-Mask Advance Squash Club 6,v,[BYE],,,,1,05/10/2021
7NT,v,Hong Kong Football Club 15,Cornwall Street Squash Centre,19:00,"0-5(1-3,1-3,0-3,0-3,0-3)",2,19/10/2021
Star River 2,v,Kinetic 3,Cornwall Street Squash Centre,19:00,"2-3(1-3,3-0,3-0,0-3,1-3)",2,19/10/2021
Sha Tin Squash Rackets Club 4,v,i-Mask Advance Squash Club 6,Cornwall Street Squash Centre,19:00,"2-3(2-3,3-0,1-3,3-0,1-3)",2,19/10/2021
Invader Squash,v,[BYE],,,,2,19/10/2021
Invader Squash,v,Sha Tin Squash Rackets Club 4,Harbour Road Sports Centre,19:00,"3-2(2-3,0-3,3-2,3-0,3-1)",3,26/10/2021
i-Mask Advance Squash Club 6,v,Star River 2,Cornwall Street Squash Centre,19:00,"2-3(0-3,3-2,3-1,0-3,1-3)",3,26/10/2021
Kinetic 3,v,7NT,HK Squash Centre,19:00,"4-1(3-0,1-3,3-1,3-0,3-0)",3,26/10/2021
Hong Kong Football Club 15,v,[BYE],,,,3,26/10/2021
Hong Kong Football Club 15,v,Kinetic 3,Hong Kong Football Club,19:00,"5-0(3-1,3-0,3-0,3-0,3-1)",4,02/11/2021
7NT,v,i-Mask Advance Squash Club 6,Cornwall Street Squash Centre,19:00,"1-4(2-3,0-3,0-3,3-1,0-3)",4,02/11/2021
Star River 2,v,Invader Squash,Cornwall Street Squash Centre,19:00,"2-3(3-2,3-2,0-3,1-3,0-3)",4,02/11/2021
Sha Tin Squash Rackets Club 4,v,[BYE],,,,4,02/11/2021
Sha Tin Squash Rackets Club 4,v,Star River 2,Cornwall Street Squash Centre,19:00,"4-1(3-1,3-0,3-2,1-3,3-1)",5,09/11/2021
Invader Squash,v,7NT,Harbour Road Sports Centre,19:00,"4-1(1-3,3-0,3-1,3-0,3-2)",5,09/11/2021
i-Mask Advance Squash Club 6,v,Hong Kong Football Club 15,Cornwall Street Squash Centre,19:00,"0-5(1-3,0-3,0-3,0-3,0-3)",5,09/11/2021
Kinetic 3,v,[BYE],,,,5,09/11/2021
Kinetic 3,v,i-Mask Advance Squash Club 6,HK Squash Centre,19:00,"3-2(2-3,3-1,2-3,3-0,3-1)",6,16/11/2021
Invader Squash,v,Hong Kong Football Club 15,Harbour Road Sports Centre,19:00,"2-3(1-3,2-3,2-3,3-2,3-0)",6,16/11/2021
