Home Team,vs,Away Team,Venue,Time,Result,Match Week,Date
YLJR 1,v,Friend Club 2,Yuen Long Jockey Club Squash Courts,19:00,"2-3(3-2,0-3,3-2,1-3,1-3)",1,05/10/2021
Perrier Sergio Tacchini KCC 5,v,Hong Kong Football Club 5,Kowloon Cricket Club,19:00,"1-4(2-3,3-1,2-3,0-3,1-3)",1,05/10/2021
Energetic,v,Sha Tin Squash Rackets Club 1,Cornwall Street Squash Centre,19:00,"4-1(1-3,3-0,3-0,3-1,3-0)",1,05/10/2021
Friend Club 2,v,Perrier Sergio Tacchini KCC 5,Cornwall Street Squash Centre,19:00,"1-4(0-3,1-3,3-2,1-3,1-3)",2,19/10/2021
YLJR 1,v,Energetic,Yuen Long Jockey Club Squash Courts,19:00,"2-3(3-1,3-0,0-3,0-3,0-3)",2,19/10/2021
Hong Kong Football Club 5,v,Sha Tin Squash Rackets Club 1,Hong Kong Football Club,19:00,"5-0(3-1,3-2,3-1,3-0,3-0)",2,19/10/2021
YLJR 1,v,Hong Kong Football Club 5,Yuen Long Jockey Club Squash Courts,19:00,"2-3(3-0,2-3,3-2,1-3,0-3)",3,26/10/2021
Energetic,v,Friend Club 2,Cornwall Street Squash Centre,19:00,"1-4(0-3,1-3,0-3,3-2,0-3)",3,26/10/2021
Sha Tin Squash Rackets Club 1,v,Perrier Sergio Tacchini KCC 5,Cornwall Street Squash Centre,19:00,"0-5(1-3,1-3,1-3,0-3,1-3)",3,26/10/2021
Energetic,v,Perrier Sergio Tacchini KCC 5,Cornwall Street Squash Centre,19:00,"0-5(0-3,0-3,0-3,0-3,0-3)",4,02/11/2021
Friend Club 2,v,Hong Kong Football Club 5,Cornwall Street Squash Centre,19:00,"3-2(3-0,3-0,1-3,3-0,0-3)",4,02/11/2021
YLJR 1,v,Sha Tin Squash Rackets Club 1,Yuen Long Jockey Club Squash Courts,19:00,"4-1(3-2,1-3,3-2,3-0,CR)",4,02/11/2021
Friend Club 2,v,YLJR 1,Cornwall Street Squash Centre,19:00,"1-4(1-3,0-3,2-3,3-0,1-3)",5,09/11/2021
Hong Kong Football Club 5,v,Perrier Sergio Tacchini KCC 5,Hong Kong Football Club,19:00,"2-3(1-3,0-3,0-3,3-0,3-0)",5,09/11/2021
Sha Tin Squash Rackets Club 1,v,Energetic,Cornwall Street Squash Centre,19:00,"2-3(0-3,3-0,1-3,2-3,3-0)",5,09/11/2021
Hong Kong Football Club 5,v,Energetic,Hong Kong Football Club,19:00,"4-1(3-1,3-0,3-2,3-0,1-3)",6,16/11/2021
YLJR 1,v,Perrier Sergio Tacchini KCC 5,Yuen Long Jockey Club Squash Courts,19:00,"2-3(3-0,0-3,1-3,2-3,3-0)",6,16/11/2021
Friend Club 2,v,Sha Tin Squash Rackets Club 1,Cornwall Street Squash Centre,19:00,"3-2(0-3,3-1,3-0,3-0,0-3)",6,16/11/2021
Perrier Sergio Tacchini KCC 5,v,Friend Club 2,Kowloon Cricket Club,19:00,"4-1(3-1,3-2,3-0,1-3,3-0)",7,23/11/2021
Energetic,v,YLJR 1,Cornwall Street Squash Centre,19:00,"1-4(1-3,1-3,2-3,3-1,0-3)",7,23/11/2021
