Home Team,vs,Away Team,Venue,Time,Result,Match Week,Date
HKPF Squash Team,v,Tuen Mun Squash Club,Cornwall Street Squash Centre,19:00,"3-2(3-0,0-3,3-2,3-2,0-3)",1,06/10/2021
LCC,v,Relay 1,Pei Ho Street Sports Centre,19:00,"4-1(3-0,3-0,3-2,3-0,1-3)",1,06/10/2021
Martinis,v,i-Mask Advance Squash Club 5,Pei Ho Street Sports Centre,19:00,"5-0(3-0,3-0,3-0,CR,CR)",1,06/10/2021
Hong Kong Racketlon Association 1,v,Boss,HK Squash Centre,19:00,"2-3(1-3,3-0,3-2,1-3,0-3)",1,06/10/2021
Hong Kong Racketlon Association 1,v,Martinis,HK Squash Centre,19:00,"2-3(1-3,0-3,3-1,3-0,1-3)",2,13/10/2021
i-Mask Advance Squash Club 5,v,LCC,Cornwall Street Squash Centre,19:00,"1-4(3-0,0-3,0-3,0-3,0-3)",2,13/10/2021
Relay 1,v,HKPF Squash Team,Pei Ho Street Sports Centre,19:00,"3-2(0-3,3-2,3-2,3-0,0-3)",2,13/10/2021
Boss,v,Tuen Mun Squash Club,Pei Ho Street Sports Centre,19:00,"4-1(3-1,0-3,3-0,3-2,3-0)",2,13/10/2021
Tuen Mun Squash Club,v,Relay 1,Cornwall Street Squash Centre,19:00,"5-0(3-1,3-1,3-2,3-1,3-0)",3,20/10/2021
HKPF Squash Team,v,i-Mask Advance Squash Club 5,Cornwall Street Squash Centre,19:00,"2-3(0-3,1-3,3-1,0-3,3-0)",3,20/10/2021
LCC,v,Hong Kong Racketlon Association 1,Cornwall Street Squash Centre,19:00,"3-2(1-3,3-1,0-3,3-0,3-0)",3,20/10/2021
Martinis,v,Boss,Cornwall Street Squash Centre,19:00,"2-3(3-2,1-3,3-0,0-3,1-3)",3,20/10/2021
Martinis,v,LCC,Cornwall Street Squash Centre,19:00,"1-4(0-3,0-3,3-0,0-3,0-3)",4,27/10/2021
Hong Kong Racketlon Association 1,v,HKPF Squash Team,HK Squash Centre,19:00,"3-2(0-3,3-0,3-0,3-0,2-3)",4,27/10/2021
i-Mask Advance Squash Club 5,v,Tuen Mun Squash Club,Cornwall Street Squash Centre,19:00,"4-1(3-0,3-0,3-1,0-3,3-0)",4,27/10/2021
Boss,v,Relay 1,Pei Ho Street Sports Centre,19:00,"3-2(0-3,3-0,3-0,0-3,3-0)",4,27/10/2021
Relay 1,v,i-Mask Advance Squash Club 5,Cornwall Street Squash Centre,19:00,"1-4(2-3,0-3,0-3,0-3,3-0)",5,03/11/2021
Tuen Mun Squash Club,v,Hong Kong Racketlon Association 1,Cornwall Street Squash Centre,19:00,"3-2(0-3,3-1,3-2,3-1,0-3)",5,03/11/2021
HKPF Squash Team,v,Martinis,Pei Ho Street Sports Centre,19:00,"2-3(0-3,2-3,3-0,0-3,3-0)",5,03/11/2021
LCC,v,Boss,Cornwall Street Squash Centre,19:00,"3-2(3-1,3-1,0-3,1-3,3-2)",5,03/11/2021
LCC,v,HKPF Squash Team,Cornwall Street Squash Centre,19:00,"3-2(3-2,3-0,1-3,2-3,3-0)",6,10/11/2021
