Team Name,Home,Average Home Score,Average Away Score,home_away_diff
SKCSC M4,Masters - Cornwall Street Squash Centre,4.625,2.1666666666666665,2.4583333333333335
United Services Recreation Club M4,United Services Recreation Club,3.625,1.8571428571428572,1.7678571428571428
Bolton,Masters - Harbour Road Sports Centre,2.6666666666666665,1.0,1.6666666666666665
Royal Hong Kong Yacht Club M4,Royal Hong Kong Yacht Club,1.2222222222222223,0.2,1.0222222222222224
Hong Kong Football Club M4B,Hong Kong Football Club,3.3333333333333335,2.4285714285714284,0.9047619047619051
Hong Kong Club Blue,The Hong Kong Club,1.8571428571428572,1.0,0.8571428571428572
WAKO,Masters - Harbour Road Sports Centre,3.5,2.857142857142857,0.6428571428571428
Kowloon Cricket Club M4,Kowloon Cricket Club,3.0,2.625,0.375
Hong Kong Football Club M4A,Hong Kong Football Club,3.3333333333333335,3.0,0.3333333333333335
Hong Kong Cricket Club M4,Hong Kong Cricket Club,2.857142857142857,2.5714285714285716,0.2857142857142856
