Team Name,Home,Average Home Score,Average Away Score,home_away_diff
Energy Squash Club 2,HK Squash Centre,3.125,0.8888888888888888,2.236111111111111
HKIS Div 13,HK Squash Centre,2.5,0.42857142857142855,2.0714285714285716
Energy Squash Club 1,Kwun Chung Sports Centre,3.3,1.4545454545454546,1.8454545454545452
i-Mask Advance Squash Club 5,Cornwall Street Squash Centre,2.272727272727273,1.0,1.272727272727273
Happy Squash 4,Wai Tsuen Sports Centre,2.8181818181818183,1.6363636363636365,1.1818181818181819
Kinetic 4,Pei Ho Street Sports Centre,2.5,1.7777777777777777,0.7222222222222223
SocGen Squash,HK Squash Centre,3.4285714285714284,2.7142857142857144,0.714285714285714
Yuen Long District Sports Association Limited,Yuen Long Jockey Club Squash Courts,2.4,1.7272727272727273,0.6727272727272726
Electrify Squash Div 13,HK Squash Centre,4.375,4.0,0.375
X-Alpha 5,Tai Po Sports Ground,3.1,2.8181818181818183,0.28181818181818175
Fusion Squash Club 2,HK Squash Centre,2.888888888888889,2.875,0.01388888888888884
Sha Tin 6,Cornwall Street Squash Centre,3.2222222222222223,3.4,-0.1777777777777776
