Team Name,Home,Average Home Score,Average Away Score,home_away_diff
TKO Junior 1,Cornwall Street Squash Centre,4.0,1.3333333333333333,2.666666666666667
Ladies Recreation Club Div 14,Ladies Recreation Club,3.3333333333333335,0.75,2.5833333333333335
Squash-On,HK Squash Centre,2.6666666666666665,0.3333333333333333,2.333333333333333
TNG 3,Cornwall Street Squash Centre,4.0,1.6666666666666667,2.333333333333333
The Squash Club 4,Pei Ho Street Sports Centre,4.666666666666667,3.0,1.666666666666667
RELAY 2,Sir Denys Roberts Squash Court,3.3333333333333335,1.75,1.5833333333333335
Physical Chess 5,Cornwall Street Squash Centre,3.5,2.0,1.5
8 Virtues + 1,Java Road Sports Centre,3.3333333333333335,2.5,0.8333333333333335
Fusion Squash Club 4,HK Squash Centre,0.6666666666666666,0.0,0.6666666666666666
Royal Hong Kong Yacht Club Div 14,Royal Hong Kong Yacht Club,4.0,3.5,0.5
Hong Kong Football Club 14,Hong Kong Football Club,1.75,2.5,-0.75
North District Sports Association 2,Cornwall Street Squash Centre,3.0,4.0,-1.0
