Team Name,Home,Average Home Score,Average Away Score,home_away_diff
Xavier,Cornwall Street Squash Centre,2.5,1.0,1.5
Hong Kong Cricket Club D7B,Hong Kong Cricket Club,2.6666666666666665,1.3333333333333333,1.3333333333333333
UST,Cornwall Street Squash Centre,3.0,2.0,1.0
Physical Chess 2,Cornwall Street Squash Centre,4.0,3.5,0.5
Social Squash Team,HK Squash Centre,2.0,1.5,0.5
Hong Kong Football Club 7A,Hong Kong Football Club,3.0,3.0,0.0
Kinetic 1,HK Squash Centre,1.0,1.3333333333333333,-0.33333333333333326
Hong Kong Football Club 7B,Hong Kong Football Club,3.0,4.0,-1.0
Thunder 1,Cornwall Street Squash Centre,1.5,2.5,-1.0
Hong Kong Cricket Club D7A,Hong Kong Cricket Club,2.5,4.0,-1.5
i-Mask Advance Squash Club 1,Cornwall Street Squash Centre,0.0,3.3333333333333335,-3.3333333333333335
