Team Name,Home,Average Home Score,Average Away Score,Difference
Hong Kong Cricket Club M3,Hong Kong Cricket Club,3.5,2.4,1.1
Howards Folly Wine LRC Master 3,Ladies Recreation Club,3.8,3.6666666666666665,0.1333333333333333
Hong Kong Football Club M3A,Hong Kong Football Club,1.5,1.8,-0.30000000000000004
United Services Recreation Club M3,United Services Recreation Club,2.8333333333333335,3.2,-0.3666666666666667
Hong Kong Football Club M3B,Hong Kong Football Club,1.6,2.0,-0.3999999999999999
Friend Club Master,Masters - Cornwall Street Squash Centre,1.5,2.142857142857143,-0.6428571428571428
Jaws Master,Masters - HK Squash Centre,2.1666666666666665,3.0,-0.8333333333333335
American Club - Yacht Club,American Club,1.4,2.6,-1.2000000000000002
