Team Name,Home,Average Home Score,Average Away Score,Difference
Happy Squash 3,Cornwall Street Squash Centre,5.0,1.0,4.0
Fusion Squash Club 5,HK Squash Centre,4.5,1.5,3.0
Perrier Sergio Tacchini KCC 9,Kowloon Cricket Club,2.0,1.0,1.0
United Services Recreation Club 5,United Services Recreation Club,1.25,0.75,0.5
Vitality Squash 3,HK Squash Centre,3.5,3.0,0.5
i-Mask Advance Squash Club 8,Cornwall Street Squash Centre,4.0,4.0,0.0
Sha Tin Squash Rackets Club 7,Cornwall Street Squash Centre,3.5,4.0,-0.5
TNG 5,Cornwall Street Squash Centre,2.0,3.0,-1.0
