Team Name,Home,Average Home Score,Average Away Score,Difference
Martinis,Cornwall Street Squash Centre,4.0,3.0,1.0
Tuen Mun Squash Club,Cornwall Street Squash Centre,3.0,2.0,1.0
i-Mask Advance Squash Club 5,Cornwall Street Squash Centre,1.0,0.5,0.5
Relay 1,Cornwall Street Squash Centre,2.0,1.6666666666666667,0.33333333333333326
LCC,Cornwall Street Squash Centre,3.6666666666666665,3.5,0.16666666666666652
Boss,Cornwall Street Squash Centre,3.0,3.0,0.0
HKPF Squash Team,Cornwall Street Squash Centre,2.0,2.0,0.0
Hong Kong Racketlon Association 1,HK Squash Centre,2.3333333333333335,2.5,-0.16666666666666652
