Team Name,Home,Average Home Score,Average Away Score,Difference
North District Sports Association 1,Cornwall Street Squash Centre,4.0,1.5,2.5
Star River 1,Cornwall Street Squash Centre,4.0,2.0,2.0
Hong Kong Cricket Club Rockers,Hong Kong Cricket Club,2.0,1.0,1.0
ZOMA,Cornwall Street Squash Centre,3.0,3.0,0.0
Perrier Sergio Tacchini KCC 8,Kowloon Cricket Club,2.6,2.75,-0.1499999999999999
Greenfield,Cornwall Street Squash Centre,3.0,4.0,-1.0
Physical Chess 3,Cornwall Street Squash Centre,2.0,4.0,-2.0
