Team,Played,Won,Lost,Points,Playoffs,1,2,3,4,5,6,7,8,9,10,11
Electrify Squash Div 11,20,14.902902902902904,5.097097097097097,81.53253253253253,95.09509509509509,59.45945945945946,21.12112112112112,8.608608608608609,5.905905905905906,3.303303303303303,1.6016016016016015,0.0,0.0,0.0,0.0,0.0
i-Mask Advance Squash Club 5,20,15.238238238238239,4.761761761761762,78.87187187187187,88.58858858858859,20.72072072072072,33.233233233233236,21.92192192192192,12.712712712712712,7.4074074074074066,4.004004004004004,0.0,0.0,0.0,0.0,0.0
GMDBB,20,14.805805805805806,5.1941941941941945,77.26426426426427,66.46646646646647,8.408408408408409,17.71771771771772,22.62262262262262,17.71771771771772,17.417417417417415,16.116116116116117,0.0,0.0,0.0,0.0,0.0
The Zero Squash Club D11,20,14.943943943943944,5.056056056056056,76.65265265265265,60.56056056056056,4.804804804804805,13.713713713713712,20.32032032032032,21.72172172172172,19.41941941941942,20.02002002002002,0.0,0.0,0.0,0.0,0.0
7NT,20,14.125125125125125,5.874874874874875,76.3943943943944,48.648648648648646,3.7037037037037033,8.008008008008009,14.714714714714713,22.22222222222222,24.724724724724727,26.626626626626624,0.0,0.0,0.0,0.0,0.0
Alpha CUHK,20,14.952952952952954,5.047047047047047,75.5915915915916,40.64064064064064,2.902902902902903,6.206206206206207,11.811811811811811,19.71971971971972,27.72772772772773,31.631631631631627,0.0,0.0,0.0,0.0,0.0
Sea Bear,20,6.601601601601602,13.398398398398399,46.527527527527525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.49449449449449,5.505505505505505,0.0,0.0,0.0
South China Athletic Association,20,5.153153153153153,14.846846846846846,41.63563563563564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.305305305305305,70.07007007007007,22.922922922922922,1.6016016016016015,0.10010010010010009
ZOMA,20,4.8058058058058055,15.194194194194194,39.327327327327325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20020020020020018,20.92092092092092,63.66366366366366,15.215215215215217,0.0
Invader Squash,20,3.818818818818819,16.18118118118118,35.52152152152152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5035035035035036,13.313313313313312,80.18018018018019,3.003003003003003
Tuen Mun Squash Club,20,1.6516516516516515,18.34834834834835,29.68068068068068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10010010010010009,3.003003003003003,96.8968968968969
